time,va_switch,vb_switch,vd_ab,il,vC,load_v,load_vrms
0,000000000,10,000,10,000,0,000,0,000000,0,000000,0,000000,0,000
0,000010000,20,000,20,000,2,472,0,001236,0,000000,0,000000,0,000
0,000020000,30,000,30,000,4,702,0,003585,0,000263,0,000263,0,000
0,000030000,20,000,20,000,6,472,0,006816,-0,000093,-0,000093,0,000
0,000040000,10,000,10,000,7,608,0,010609,0,001754,0,001754,0,000
0,000050000,0,000,0,000,8,000,0,014592,-0,003454,-0,003454,0,000
0,000060000,-10,000,-10,000,7,608,0,018374,0,014351,0,014351,0,000
0,000070000,-20,000,-20,000,6,472,0,021574,-0,042813,-0,042813,0,000
0,000080000,-10,000,-10,000,4,702,0,023913,0,143979,0,143979,0,000
0,000090000,0,000,0,000,2,472,0,025039,-0,463674,-0,463674,0,000
0,000100000,10,000,10,000,-0,000,0,025232,1,514938,1,514938,0,000
0,000110000,20,000,20,000,-2,472,0,023199,-4,926904,-4,926904,0,000
0,000120000,30,000,30,000,-4,702,0,023274,16,045746,16,045746,0,000
0,000130000,20,000,20,000,-6,472,0,011979,-52,236126,-52,236126,0,000
0,000140000,10,000,10,000,-7,608,0,034274,170,070773,170,070773,0,000
0,000150000,0,000,0,000,-8,000,-0,054816,-553,702116,-553,702116,0,000
0,000160000,-10,000,-10,000,-7,608,0,218317,1802,708844,1802,708844,0,000
0,000170000,-20,000,-20,000,-6,472,-0,686617,-5869,138639,-5869,138639,0,000
0,000180000,-10,000,-10,000,-4,702,2,246683,19108,353378,19108,353378,0,000
0,000190000,0,000,0,000,-2,472,-7,312269,-62211,710654,-62211,710654,0,000
0,000200000,10,000,10,000,0,000,23,805104,202544,765388,202544,765388,0,000
0,000210000,20,000,20,000,2,472,-77,503536,-659431,826863,-659431,826863,0,000
0,000220000,30,000,30,000,4,702,252,336797,2146934,448920,2146934,448920,0,000
0,000230000,20,000,20,000,6,472,-821,524622,-6989846,924821,-6989846,924821,0,000
0,000240000,10,000,10,000,7,608,2674,696546,22757080,480347,22757080,480347,0,000
0,000250000,0,000,0,000,8,000,-8708,052342,-74090994,768953,-74090994,768953,0,000
0,000260000,-10,000,-10,000,7,608,28351,164030,241220551,591563,241220551,591563,0,000
0,000270000,-20,000,-20,000,6,472,-92303,761613,-785349888,884316,-785349888,884316,0,000
0,000280000,-10,000,-10,000,4,702,300516,563604,2556890131,894847,2556890131,894847,0,000
0,000290000,0,000,0,000,2,472,-978401,814695,-8324553474,952889,-8324553474,952889,0,000
0,000300000,10,000,10,000,-0,000,3185415,905640,27102529628,854310,27102529628,854310,0,000
0,000310000,20,000,20,000,-2,472,-10370865,940075,-88238620184,597530,-88238620184,597530,0,000
0,000320000,30,000,30,000,-4,702,33764778,263729,287281453012,155500,287281453012,155500,0,000
0,000330000,20,000,20,000,-6,472,-109929127,771351,-935311919793,365000,-935311919793,365000,0,000
0,000340000,10,000,10,000,-7,608,357899970,497768,3045126575820,194300,3045126575820,194300,0,000
0,000350000,0,000,0,000,-8,000,-1165227009,869864,-9914121339130,387000,-9914121339130,387000,0,000
0,000360000,-10,000,-10,000,-7,608,3793668892,232071,32277739358183,004000,32277739358183,004000,0,000
0,000370000,-20,000,-20,000,-6,472,-12351175815,367933,-105087725118177,920000,-105087725118177,920000,0,000
0,000380000,-10,000,-10,000,-4,702,40212139845,627880,342137652453470,560000,342137652453470,560000,0,000
0,000390000,0,000,0,000,-2,472,-130920020501,365540,-1113909099228595,500000,-1113909099228595,500000,0,000
0,000400000,10,000,10,000,0,000,426240728145,221860,3626591438991076,500000,3626591438991076,500000,0,000
0,000410000,20,000,20,000,2,472,-1387726320497,144000,-11807216113479554,000000,-11807216113479554,000000,0,000
0,000420000,30,000,30,000,4,702,4518067405197,418000,38441151890325820,000000,38441151890325820,000000,0,000
0,000430000,20,000,20,000,6,472,-14709624496128,676000,-125154155260025980,000000,-125154155260025980,000000,0,000
0,000440000,10,000,10,000,7,608,47890620792465,720000,407468606131769200,000000,407468606131769200,000000,0,000
0,000450000,0,000,0,000,8,000,-155919110001167,030000,-1326609289463972900,000000,-1326609289463972900,000000,0,000
0,000460000,-10,000,-10,000,7,608,507631107329071,250000,4319086625100596000,000000,4319086625100596000,000000,0,000
0,000470000,-20,000,-20,000,6,472,-1652711724215270,200000,-14061796056516657000,000000,-14061796056516657000,000000,0,000
0,000480000,-10,000,-10,000,4,702,5380789325008699,000000,45781463883110240000,000000,45781463883110240000,000000,0,000
0,000490000,0,000,0,000,2,472,-17518417359733308,000000,-149052256685887900000,000000,-149052256685887900000,000000,0,000
0,000500000,10,000,10,000,0,000,57035302490552220,000000,485274461294628500000,000000,485274461294628500000,000000,0,000
0,000510000,20,000,20,000,-2,472,-185691758758184670,000000,-1579924437380812800000,000000,-1579924437380812800000,000000,0,000
0,000520000,30,000,30,000,-4,702,604562924452265900,000000,5143813299331166000000,000000,5143813299331166000000,000000,0,000
0,000530000,20,000,20,000,-6,472,-1968295911819329500,000000,-16746886517078882000000,000000,-16746886517078882000000,000000,0,000
0,000540000,10,000,10,000,-7,608,6408247412781227000,000000,54523403493743760000000,000000,54523403493743760000000,000000,0,000
0,000550000,0,000,0,000,-8,000,-20863547323765780000,000000,-177513684439782530000000,000000,-177513684439782530000000,000000,0,000
0,000560000,-10,000,-10,000,-7,608,67926154983160414000,000000,577937291955782000000000,000000,577937291955782000000000,000000,0,000
0,000570000,-20,000,-20,000,-6,472,-221149474688829060000,000000,-1881609941719667800000000,000000,-1881609941719667800000000,000000,0,000
0,000580000,-10,000,-10,000,-4,702,720003806593639900000,000000,6126020975038885000000000,000000,6126020975038885000000000,000000,0,000
0,000590000,0,000,0,000,-2,472,-2344140686921187700000,000000,-19944693187748637000000000,000000,-19944693187748637000000000,000000,0,000
0,000600000,10,000,10,000,0,000,7631897928535033000000,000000,64934610569285875000000000,000000,64934610569285875000000000,000000,0,000
0,000610000,20,000,20,000,2,472,-24847427595345345000000,000000,-211409802602271720000000000,000000,-211409802602271720000000000,000000,0,000
0,000620000,30,000,30,000,4,702,80896608404253200000000,000000,688294027553186600000000000,000000,688294027553186600000000000,000000,0,000
0,000630000,20,000,20,000,6,472,-263377817530576870000000,000000,-2240902089373106700000000000,000000,-2240902089373106700000000000,000000,0,000
0,000640000,10,000,10,000,7,608,857488047218587000000000,000000,7295780543103315000000000000,000000,7295780543103315000000000000,000000,0,000
0,000650000,0,000,0,000,8,000,-2791752768007440300000000,000000,-23753118882590520000000000000,000000,-23753118882590520000000000000,000000,0,000
0,000660000,-10,000,-10,000,7,608,9089203683897434000000000,000000,77333830604845380000000000000,000000,77333830604845380000000000000,000000,0,000
0,000670000,-20,000,-20,000,6,472,-29592027114327396000000000,000000,-251778361636637480000000000000,000000,-251778361636637480000000000000,000000,0,000
0,000680000,-10,000,-10,000,4,702,96343761146696400000000000,000000,819723307285098300000000000000,000000,819723307285098300000000000000,000000,0,000
0,000690000,0,000,0,000,2,472,-313669633919658830000000000,000000,-2668800829978240000000000000000,000000,-2668800829978240000000000000000,000000,0,000
0,000700000,10,000,10,000,-0,000,1021224810742884700000000000,000000,8688904910709528000000000000000,000000,8688904910709528000000000000000,000000,0,000
0,000710000,20,000,20,000,-2,472,-3324836073688799000000000000,000000,-28288760891897533000000000000000,000000,-28288760891897533000000000000000,000000,0,000
0,000720000,30,000,10,000,15,298,10824780989076029000000000000,000000,92100673332561930000000000000000,000000,92100673332561930000000000000000,000000,0,000
0,000730000,40,000,0,000,33,528,-35242604707262730000000000000,000000,-299855269756295740000000000000000,000000,-299855269756295740000000000000000,000000,0,000
0,000740000,30,000,-10,000,32,392,114740537273299080000000000000,000000,976248919222964600000000000000000,000000,976248919222964600000000000000000,000000,0,000
0,000750000,20,000,-20,000,32,000,-373564638684388700000000000000,000000,-3178406546126729000000000000000000,000000,-3178406546126729000000000000000000,000000,0,000
0,000760000,10,000,-30,000,32,392,1216226998684903800000000000000,000000,10348045435483850000000000000000000,000000,10348045435483850000000000000000000,000000,0,000
0,000770000,20,000,-40,000,53,528,-3959711276579950600000000000000,000000,-33690480679801795000000000000000000,000000,-33690480679801795000000000000000000,000000,0,000
0,000780000,30,000,-50,000,75,298,12891765608581560000000000000000,000000,109687234706563300000000000000000000,000000,109687234706563300000000000000000000,000000,0,000
0,000790000,40,000,-40,000,77,528,-41972156275533620000000000000000,000000,-357112431013361500000000000000000000,000000,-357112431013361500000000000000000000,000000,0,000
0,000800000,50,000,-30,000,80,000,136650165377281110000000000000000,000000,1162662991053068800000000000000000000,000000,1162662991053068800000000000000000000,000000,0,000
0,000810000,60,000,-20,000,82,472,-444896554159722600000000000000000,000000,-3785321129618954000000000000000000000,000000,-3785321129618954000000000000000000000,000000,0,000
0,000820000,70,000,-30,000,104,702,1448464722722555800000000000000000,000000,12323997722987380000000000000000000000,000000,12323997722987380000000000000000000000,000000,0,000
0,000830000,80,000,-40,000,126,472,-4715815470709422400000000000000000,000000,-40123655213233396000000000000000000000,000000,-40123655213233396000000000000000000000,000000,0,000
0,000840000,70,000,-50,000,127,608,15353439545273644000000000000000000,000000,130631938098101560000000000000000000000,000000,130631938098101560000000000000000000000,000000,0,000
0,000850000,60,000,-60,000,128,000,-49986711171060950000000000000000000,000000,-425302808544672050000000000000000000000,000000,-425302808544672050000000000000000000000,000000,0,000
0,000860000,50,000,-70,000,127,608,162743422171369520000000000000000000,000000,1384672704007096800000000000000000000000,000000,1384672704007096800000000000000000000000,000000,0,000
0,000870000,60,000,-80,000,146,472,-529849250722098900000000000000000000,000000,-4508125642958075300000000000000000000000,000000,-4508125642958075300000000000000000000000,000000,0,000
0,000880000,70,000,-90,000,164,702,1725048083326826200000000000000000000,000000,14677256765359044000000000000000000000000,000000,14677256765359044000000000000000000000000,000000,0,000
0,000890000,80,000,-80,000,162,472,-5616297250083935000000000000000000000,000000,-47785240079272825000000000000000000000000,000000,-47785240079272825000000000000000000000000,000000,0,000
0,000900000,90,000,-70,000,160,000,18285168457721356000000000000000000000,000000,155576018457552910000000000000000000000000,000000,155576018457552910000000000000000000000000,000000,0,000
0,000910000,100,000,-60,000,157,528,-59531639911376010000000000000000000000,000000,-506514092614205640000000000000000000000000,000000,-506514092614205640000000000000000000000000,000000,0,000
0,000920000,110,000,-70,000,175,298,193819168728587260000000000000000000000,000000,1649075021718662400000000000000000000000000,000000,1649075021718662400000000000000000000000000,000000,0,000
0,000930000,120,000,-80,000,193,528,-631023607321491500000000000000000000000,000000,-5368949189983777400000000000000000000000000,000000,-5368949189983777400000000000000000000000000,000000,0,000
0,000940000,110,000,-90,000,192,392,2054444849851929000000000000000000000000,000000,17479869032632280000000000000000000000000000,000000,17479869032632280000000000000000000000000000,000000,0,000
0,000950000,100,000,-100,000,192,000,-6688725417102728000000000000000000000000,000000,-56909799401342490000000000000000000000000000,000000,-56909799401342490000000000000000000000000000,000000,0,000
0,000960000,90,000,-110,000,192,392,21776709026100459000000000000000000000000,000000,185283154116019400000000000000000000000000000,000000,185283154116019400000000000000000000000000000,000000,0,000
0,000970000,100,000,-120,000,213,528,-70899166348625350000000000000000000000000,000000,-603232616531956500000000000000000000000000000,000000,-603232616531956500000000000000000000000000000,000000,0,000
0,000980000,110,000,-130,000,235,298,230828808104352040000000000000000000000000,000000,1963964783436989600000000000000000000000000000,000000,1963964783436989600000000000000000000000000000,000000,0,000
0,000990000,120,000,-120,000,237,528,-751517138986907200000000000000000000000000,000000,-6394146411969365000000000000000000000000000000,000000,-6394146411969365000000000000000000000000000000,000000,0,000
0,001000000,130,000,-110,000,240,000,2446739706491679800000000000000000000000000,000000,20817638219637880000000000000000000000000000000,000000,20817638219637880000000000000000000000000000000,000000,0,000
0,001010000,140,000,-100,000,242,472,-7965933018364986000000000000000000000000000,000000,-67776687163822820000000000000000000000000000000,000000,-67776687163822820000000000000000000000000000000,000000,0,000
0,001020000,150,000,-110,000,264,702,25934956908050350000000000000000000000000000,000000,220662847266187730000000000000000000000000000000,000000,220662847266187730000000000000000000000000000000,000000,0,000
0,001030000,160,000,-120,000,286,472,-84437314282173690000000000000000000000000000,000000,-718419477274352100000000000000000000000000000000,000000,-718419477274352100000000000000000000000000000000,000000,0,000
0,001040000,150,000,-130,000,287,608,274905413124996700000000000000000000000000000,000000,2338982532499206300000000000000000000000000000000,000000,2338982532499206300000000000000000000000000000000,000000,0,000
0,001050000,140,000,-140,000,288,000,-895018829150278300000000000000000000000000000,000000,-7615104351141056000000000000000000000000000000000,000000,-7615104351141056000000000000000000000000000000000,000000,0,000
0,001060000,130,000,-150,000,287,608,2913943001076161500000000000000000000000000000,000000,24792752178788290000000000000000000000000000000000,000000,24792752178788290000000000000000000000000000000000,000000,0,000
0,001070000,140,000,-160,000,306,472,-9487022548544679000000000000000000000000000000,000000,-80718599805754070000000000000000000000000000000000,000000,-80718599805754070000000000000000000000000000000000,000000,0,000
0,001080000,150,000,-170,000,324,702,30887219414846310000000000000000000000000000000,000000,262798268930219100000000000000000000000000000000000,000000,262798268930219100000000000000000000000000000000000,000000,0,000
0,001090000,160,000,-160,000,322,472,-100560562420841640000000000000000000000000000000,000000,-855601191285736000000000000000000000000000000000000,000000,-855601191285736000000000000000000000000000000000000,000000,0,000
0,001100000,170,000,-150,000,320,000,327398416107839240000000000000000000000000000000,000000,2785609667482067500000000000000000000000000000000000,000000,2785609667482067500000000000000000000000000000000000,000000,0,000
0,001110000,180,000,-140,000,317,528,-1065922070138564300000000000000000000000000000000,000000,-9069203384241381000000000000000000000000000000000000,000000,-9069203384241381000000000000000000000000000000000000,000000,0,000
0,001120000,190,000,-150,000,335,298,3470358449242594300000000000000000000000000000000,000000,29526911463903010000000000000000000000000000000000000,000000,29526911463903010000000000000000000000000000000000000,000000,0,000
0,001130000,200,000,-160,000,353,528,-11298563097266466000000000000000000000000000000000,000000,-96131761926529400000000000000000000000000000000000000,000000,-96131761926529400000000000000000000000000000000000000,000000,0,000
0,001140000,190,000,-170,000,352,392,36785113102876430000000000000000000000000000000000,000000,312979420905452270000000000000000000000000000000000000,000000,312979420905452270000000000000000000000000000000000000,000000,0,000
0,001150000,180,000,-180,000,352,000,-119762533902986770000000000000000000000000000000000,000000,-1018977660943915400000000000000000000000000000000000000,000000,-1018977660943915400000000000000000000000000000000000000,000000,0,000
0,001160000,170,000,-190,000,352,392,389914922559868100000000000000000000000000000000000,000000,3317519952266757000000000000000000000000000000000000000,000000,3317519952266757000000000000000000000000000000000000000,000000,0,000
0,001170000,180,000,-200,000,373,528,-1269459169576542300000000000000000000000000000000000,000000,-10800961645707551000000000000000000000000000000000000000,000000,-10800961645707551000000000000000000000000000000000000000,000000,0,000
0,001180000,190,000,-200,000,385,298,4133021051469316000000000000000000000000000000000000,000000,35165055267364683000000000000000000000000000000000000000,000000,35165055267364683000000000000000000000000000000000000000,000000,0,000
0,001190000,200,000,-190,000,387,528,-13456016090369090000000000000000000000000000000000000,000000,-114488056945211660000000000000000000000000000000000000000,000000,-114488056945211660000000000000000000000000000000000000000,000000,0,000
0,001200000,200,000,-180,000,380,000,43809205607579063000000000000000000000000000000000000,000000,372742629961244500000000000000000000000000000000000000000,000000,372742629961244500000000000000000000000000000000000000000,000000,0,000
